movie,year,rating,genre,runtime_min,imdb_rating,metascore,votes,id
Bad Behaviour,2023,No rating,"['Comedy', ' Drama']",109,7.8,No score,55,e619419a-3665-408e-9261-335431722cde
Pôr do Sol: O Mistério do Colar de São Cajó,2023,No rating,"['Comedy', ' Mystery']",112,5.7,No score,21169,06ea0782-162a-49fa-ac28-2c96704620da
About Him & Her,2023,No rating,['Romance'],97,8.0,No score,567,5612338f-6a78-412b-9113-1901a91dd4bd
Blood for Dust,2023,No rating,"['Action', ' Crime', ' Thriller']",98,6.0,No score,40,3f8d813c-34e9-43a9-a28b-c66747122f0a
Bholaa,2023,No rating,"['Action', ' Adventure', ' Crime']",144,7.1,No score,37,a4e06b88-a10d-43cd-bbe1-a812dc0c266d
Ramon,2023,No rating,"['Action', ' Comedy']",96,7.0,No score,46,f9bbd592-a909-4c8b-8da9-8443216dad6c
Suitable Flesh,2023,No rating,"['Horror', ' Thriller']",100,4.2,No score,244,7dcb47c4-a836-4411-8846-fa225b04e410
In a Good Way,2023,No rating,['Drama'],79,6.4,No score,357,9ba1cf53-942d-42f0-b217-cd70ef8e0fd6
Ransomed,2023,No rating,"['Action', ' Drama']",132,2.7,No score,305,73289c43-1418-4769-ac20-1584ad83cebc
Fire Island,2023,No rating,"['Horror', ' Thriller']",83,3.7,No score,1302,35221654-3c9e-452d-b8c9-b1ab4a4d88cc
Fear the Invisible Man,2023,No rating,['Thriller'],100,2.4,No score,35,41bcdc3d-49d1-47d7-8e69-9136a7388693
The Weapon,2023,R,"['Action', ' Thriller']",85,5.2,No score,346,bbd63c1d-3cc8-4765-a7af-072c31fc6917
One Day as a Lion,2023,R,"['Action', ' Comedy', ' Thriller']",87,8.1,No score,4013,c65b5b41-27d9-499f-8784-7014e8965eca
Parachute,2023,No rating,"['Drama', ' Romance']",97,7.4,No score,33,8d95139d-877f-4bf6-aa67-759c7d6ea0ce
Stranizza d'amuri,2023,No rating,"['Drama', ' Romance']",134,7.1,No score,960,8eaddab0-2f1d-4996-a7fd-3818c09c2568
Deo mun,2023,No rating,"['Adventure', ' Drama', ' Sci-Fi']",129,6.2,No score,100,8f1e36fd-3791-496a-8d28-c655143ce28f
Litsoneras,2023,No rating,['Drama'],105,7.5,No score,37,9b735dfa-9118-4c29-a568-8a786ea07c8f
Soulmate,2023,No rating,"['Drama', ' Romance']",124,6.1,No score,299,476767bd-2be9-4ef3-9d60-751bf36e7a64
My Animal,2023,R,"['Horror', ' Romance']",100,7.7,No score,43,5f376406-9bdd-4c52-94fb-d36feea43ef6
Condition of Return,2023,No rating,"['Crime', ' Mystery', ' Thriller']",95,6.9,No score,81,a039deeb-5461-4a67-b17f-a119f087e571
Ming'on,2023,No rating,"['Mystery', ' Thriller']",108,7.7,No score,2769,020fb1ff-320f-42aa-aaee-110ff6d58ffc
Jam,2023,No rating,"['Mystery', ' Thriller']",95,5.3,No score,63,8224c64f-51e0-4982-8c9c-45b5b655781d
De Caperucita a loba,2023,No rating,['Comedy'],92,5.3,No score,54,25528339-cdc9-49cb-b83c-773c8f1d6d38
Aaahh Belinda,2023,No rating,"['Comedy', ' Drama']",97,5.2,No score,1466,ba115475-bed4-4860-890a-3d4ea719b3f7
Shelter,2023,R,"['Drama', ' Mystery', ' Thriller']",87,7.4,No score,54,0c587b6d-3a2e-4c65-82fa-12163da75282
Boy in the Walls,2023,No rating,"['Drama', ' Thriller']",124,5.7,No score,282,e2091f21-bf3c-4cc5-966f-63d70052a8c0
L'ultima notte di Amore,2023,No rating,['Sport'],102,4.3,No score,389,6ce307c3-d736-4fd7-a553-f87a8a5e9151
Breaking Point,2023,No rating,"['Horror', ' Thriller']",84,5.9,44,427,6b042433-04e7-427a-9657-54a081446507
Skinford: Death Sentence,2023,No rating,"['Musical', ' Romance']",111,4.1,No score,59,5e7bdbba-816f-4cef-91d2-8b892d7fda6f
Praise This,2023,No rating,"['Action', ' Crime', ' Thriller']",91,1.7,No score,157,4e360e3a-93bf-4109-9e56-0676f8463ffa
The Three Musketeers,2023,No rating,"['Action', ' Adventure']",99,5.9,No score,122,ae1da104-0059-4372-ac8a-8c39fa2b45ea
Murder City,2023,No rating,"['Crime', ' Thriller']",85,3.9,No score,881,5f4b304e-d770-415a-960f-dbba8a9e169c
Kinderfanger,2023,No rating,['Horror'],94,5.4,No score,477,e63d25f7-102e-4501-ab54-e1e870fd8abc
Baby Blue,2023,No rating,['Horror'],No runtime,6.6,No score,727,03ec2f52-8781-42a2-8599-182b47f27577
Alibi.com 2,2023,No rating,['Comedy'],88,7.0,No score,1311,8afe866f-b029-426c-a354-1fbc70b9178b
Underverden II,2023,No rating,"['Action', ' Thriller']",110,7.4,51,99,65aa2066-10f1-42b7-8cbd-1a547b4b6749
Voice of Sathyanathan,2023,No rating,"['Comedy', ' Thriller']",135,5.6,41,1146,a5e0acc0-a256-44d0-85f4-6a461092faff
At Midnight,2023,R,"['Comedy', ' Romance']",100,6.2,No score,No votes,9728567b-1d6c-4a15-a0b7-8d5aa597b921
Black Flies,2023,R,"['Drama', ' Thriller']",120,No rating,No score,234,2128c726-97c3-49e4-a143-3920e1526691
1984,2023,No rating,"['Drama', ' Sci-Fi']",133,6.7,No score,480,b8cb07b9-ddfb-4378-9b62-8c6958e95897
Norwegian Dream,2023,No rating,['Drama'],97,5.7,No score,20,190a64b8-24c7-47a3-8cb7-63d766f94f17
Wait with Me,2023,No rating,['Romance'],No runtime,8.2,No score,207,6629d455-bc0f-49f2-abe4-1b93f3af3346
I.S.S,2023,No rating,"['Sci-Fi', ' Thriller']",95,6.0,No score,284,56eef10e-e0bd-4c88-b455-3aefa2ed6e28
København findes ikke,2023,No rating,['Drama'],99,6.1,68,8431,9d40916c-bd52-49c6-980f-41f1ea528ad5
Godless: The Eastfield Exorcism,2023,No rating,['Horror'],91,7.2,No score,255,bdd7c625-ab29-4e32-ae5b-5105f67da860
Zara Hatke Zara Bachke,2023,No rating,"['Comedy', ' Drama', ' Family']",132,6.6,No score,100,9bf38a13-566b-491b-b29f-7acb878afe39
My Happy Ending,2023,R,"['Comedy', ' Drama']",89,5.3,No score,1203,146f08fc-8304-4e2b-8ee8-e0b8e491b024
Home Service,2023,No rating,['Drama'],114,5.0,No score,745,17a30886-c9f1-42ca-b6b7-03bb40bb6642
Sheroes,2023,R,"['Action', ' Adventure', ' Comedy']",91,3.4,61,6076,e6bc00e2-0f23-4c02-afa0-3e0a880d631a
The Angry Black Girl and Her Monster,2023,No rating,"['Drama', ' Fantasy', ' Horror']",91,5.0,No score,123,f53421be-cad8-43fe-8032-124a4363a700
Black Clover: Sword of the Wizard King,2023,No rating,"['Animation', ' Action', ' Adventure']",110,7.4,No score,112421,fb8e3e30-d1ae-4c59-8814-82f650d5b6b0
Smugglers,2023,No rating,"['Action', ' Crime']",129,7.0,No score,8328,dbdf350c-d880-488d-802d-e79d7723224e
Adipurush,2023,No rating,"['Action', ' Adventure', ' Drama']",179,3.2,No score,2537,9d827bd4-3af0-4508-b234-4e1ee7fc9158
Mrs. Chatterjee vs. Norway,2023,No rating,"['Biography', ' Drama']",144,7.3,51,77,1fdda9c5-a92e-4c6b-a53c-5a3bdac02b55
Quasi,2023,R,"['Comedy', ' Drama']",99,5.3,No score,94,3604beb7-d1b3-4609-a759-fd590aee842c
Afwaah,2023,No rating,['Drama'],100,8.4,No score,180,11de60fb-336a-4b6d-8fb2-1556a52abd42
Entre nous,2023,No rating,['Drama'],97,5.5,No score,4825,75525d96-1e5a-4571-9c64-c3e886534c3a
Balik-taya,2023,No rating,"['Action', ' Drama', ' Thriller']",148,6.0,No score,267,2709ef5c-df39-4b5f-b494-15e035611a59
Custody,2023,No rating,"['Biography', ' Drama', ' Music']",109,5.8,No score,No votes,81e7ded5-04d0-4faf-8018-33b7aedf3131
Southern Gospel,2023,PG-13,['Drama'],No runtime,No rating,No score,55,2cd56b63-28bf-4ec5-ae5e-33ddecbd1ccd
My Last Best Friend,2023,No rating,"['Comedy', ' Sci-Fi']",86,7.5,No score,116,8fda4522-e9d8-4140-b700-d5c8c4473d60
River,2023,No rating,"['Comedy', ' Drama', ' Family']",114,7.1,No score,56,e8d4ef7d-84da-460d-9bff-964f7607baa8
Meongmongi,2023,No rating,['Action'],94,5.4,No score,18,ed18c354-2bc4-4914-859d-a69b602242ea
Hunting Games,2023,No rating,"['Adventure', ' Sci-Fi']",No runtime,7.2,No score,194,b8ff6a42-c860-4811-91e2-40b249b35d8b
The Primevals,2023,No rating,"['Horror', ' Mystery', ' Sci-Fi']",122,9.0,No score,38,f100236a-f232-451f-80d7-7870ffbc8055
Altered Perceptions,2023,No rating,"['Comedy', ' Romance']",No runtime,6.0,No score,27,89ed2840-f98d-4246-9bbb-e48fdc2b8545
Ms. Match,2023,No rating,['Action'],97,4.1,No score,15,60e986d6-b5ad-47ea-9828-429164f33507
Sacrum Vindictae,2023,No rating,['Thriller'],85,8.5,No score,221,02032937-856d-49d6-a400-41b8d8004a22
Some Other Woman,2023,No rating,['Comedy'],No runtime,5.1,No score,2531,8e40dd06-37a5-4cd1-b3f4-51caef80397c
Sugar Daddy,2023,No rating,['Drama'],131,6.9,No score,491,d7c44221-e7fe-4d1d-a5ef-4a16fba4a197
Call Me Chihiro,2023,No rating,"['Horror', ' Mystery', ' Thriller']",104,6.0,No score,96,bc9d9be9-178e-4fa6-bcac-63aef12e9b38
Waktu Maghrib,2023,No rating,"['Thriller', ' Western']",88,5.8,No score,424,cac80be5-a41d-4675-8a7e-ae60d5d84ef3
The Warrant: Breaker's Law,2023,No rating,['Drama'],94,6.2,68,633,2f0828e1-1d72-4312-8918-be4f2018565a
Lagaslas,2023,No rating,"['Drama', ' History']",134,7.2,No score,15,863eb139-1c98-4db2-aff2-4dab12778efe
Rapito,2023,No rating,"['Animation', ' Family', ' Fantasy']",92,7.2,No score,23,cedfca79-b758-4362-94f7-a396ef5e31b5
Harold and the Purple Crayon,2023,PG,"['Action', ' Adventure', ' Drama']",156,6.7,No score,290,b06d5fa8-b35d-4a9e-9fa1-5316e807e1fc
Dasara,2023,No rating,['Drama'],91,5.8,No score,28,2511c580-0a7a-462f-ae7e-eb2af7705f23
Tag-init,2023,No rating,['Romance'],No runtime,7.1,No score,53,85aa8002-ff98-43c4-af5d-452087c1d8e3
Romance at the Vineyard,2023,No rating,"['Drama', ' Horror', ' Thriller']",90,4.5,No score,3342,d1189471-0b36-437b-8ee7-6e5a93107fb4
Aged,2023,No rating,"['Drama', ' Horror']",122,3.6,No score,9490,04389478-c5e6-4f5a-be3a-7cbcce64f8fe
1920: Horrors of the Heart,2023,No rating,['Horror'],93,6.5,No score,3015,4d707caf-3a98-4315-a8cf-8fd41e28ed8d
Where the Devil Roams,2023,No rating,"['Drama', ' Thriller']",126,5.6,No score,23,9b6cdf2e-cad5-4c87-a378-992ace597b61
Bad Things,2023,No rating,['Horror'],83,5.7,No score,927,eb96d3b9-a959-449d-b0cd-9e665a4d516f
Ambush,2023,R,"['Action', ' Thriller', ' War']",104,4.0,No score,85,5dbf4c46-b1b3-4159-9970-4b638a4aaa2e
The Lurking Fear,2023,No rating,['Horror'],98,7.5,No score,11222,76824f99-545e-4e05-a76f-01bb0136cc37
Birth/Rebirth,2023,R,"['Horror', ' Thriller']",124,6.7,No score,98,88269783-d5bd-4c69-b7da-748ce07f329a
Bheed,2023,No rating,"['Drama', ' History']",117,8.0,No score,479,1038d88a-04a9-4360-bfcb-32e8a1992930
Shayda,2023,No rating,['Drama'],96,8.3,No score,6304,43e0d465-383e-448e-ac92-f2bc79ccf1a9
Cade: The Tortured Crossing,2023,No rating,"['Mystery', ' Sci-Fi', ' Thriller']",150,8.3,No score,59,deeb16b8-99a5-4a52-bded-79163e1bb112
Viduthalai Part 1,2023,No rating,"['Action', ' Crime', ' Drama']",98,5.1,88,149,52e4bc6c-5917-4939-a1cb-8d2eb9735a26
The Little Mermaid,2023,No rating,"['Animation', ' Comedy', ' Drama']",130,7.3,No score,690,8975c0a5-fb70-42af-926a-e36d1019eda8
La chimera,2023,No rating,"['Adventure', ' Comedy', ' Fantasy']",104,7.7,No score,20,4c0ad6ad-711d-4e83-98f5-9f1d0ce990d8
Erumbu,2023,No rating,"['Drama', ' Family']",109,6.9,No score,63,6ec34168-e7f4-42b2-b367-53cd316577eb
Bisyo!,2023,No rating,"['Comedy', ' Mystery']",97,7.1,No score,2721,49755629-b77d-4553-a05a-fec5d5d73a5f
Rotting in the Sun,2023,No rating,"['Comedy', ' Drama']",89,5.9,No score,289,9efea3b7-66e3-4998-a6f2-f5e717c6231a
Taximetristi,2023,No rating,['Romance'],149,7.6,No score,3373,879c037f-50aa-430c-9a3f-b02bf1fe7437
Royal Rendezvous,2023,No rating,"['Comedy', ' Drama', ' Romance']",87,9.3,No score,11,4af2a4b5-c079-4223-b49e-71fd0e3f7964
Mem Famous,2023,No rating,['Drama'],97,7.5,No score,65,ed1d4546-ff1e-486a-8a1d-1ae0b594db84
The Graduates,2023,No rating,['Comedy'],91,7.2,82,84,c831279c-674c-4cfd-9a81-ffefa105d2ee
Northern Comfort,2023,No rating,['Drama'],105,3.1,No score,14,ca2b035d-c8c1-4850-b51e-e80cca0db7e5
A Little Prayer,2023,R,['Horror'],171,7.4,No score,2696,848d43ad-8dc4-43da-9876-afb18aa6be45
Eyes of Dread,2023,No rating,"['Comedy', ' Drama']",74,5.4,No score,865,29413822-b97f-48a9-915f-cbe696456d22
Pachuvum Athbutha Vilakkum,2023,No rating,"['Drama', ' Horror', ' Mystery']",No runtime,4.0,No score,55,bb5e18ae-b9fb-4740-9cbf-e29e3b9da20d
Horror in the High Desert 2: Minerva,2023,No rating,['Western'],No runtime,8.3,No score,18,3ae1f320-155d-4788-ae5d-a2c0612c8954
Doc Holliday,2023,No rating,"['Action', ' Thriller']",85,5.8,No score,23,d87df8d5-82ed-4d2c-bcc7-0a8383327260
The Great Escape,2023,No rating,"['Action', ' Sci-Fi']",90,8.0,48,44,9aec6147-c981-41b5-8902-1c9c612069b1
Transmorphers: Mech Beasts,2023,No rating,['Comedy'],No runtime,9.3,No score,39,521ff0a0-ea79-4f2c-820e-c87ced67a609
Down Low,2023,R,"['Drama', ' Mystery', ' Thriller']",92,5.4,No score,58,b3d31236-da5a-4e84-8425-8dea92a4af8a
Dying to Sleep,2023,No rating,"['Drama', ' Romance', ' Thriller']",83,6.3,No score,58,e2b7ec10-2c23-448c-9426-01ad2b555a79
Sandwich,2023,No rating,"['Drama', ' Family']",121,6.1,No score,425,39366ebd-f832-46e2-8364-53e5f865979f
"Mon chat et moi, la grande aventure de Rroû",2023,No rating,"['Drama', ' Family']",No runtime,7.3,No score,73,d7a87163-b1d5-4211-ae8e-7ea5ab5db0bb
Janaki Jaane,2023,No rating,['Horror'],89,5.5,No score,45,ebe04359-bdef-47bb-a4c1-e1cd50c767d0
Wolf Hollow,2023,No rating,"['Drama', ' Horror', ' Sci-Fi']",120,8.6,No score,28,631244fd-56f8-4025-a309-78b3ec0d4870
First Contact,2023,No rating,['Crime'],No runtime,4.2,No score,14,a51de958-3eba-418e-affd-caca98277cf8
Fresh Kills,2023,No rating,['Horror'],89,5.1,No score,136,6b9b5b1c-054e-4950-b9ed-db7060c7a4b7
Alive,2023,No rating,['Drama'],No runtime,7.9,No score,88,e5814054-33ed-4534-8cfe-fd8d6eaeb92c
Rent-a-Groom,2023,No rating,['Romance'],132,5.1,No score,171,b86bfcc8-1385-48be-9a07-7df8be31e16b
Suzzanna: Malam Jumat Kliwon,2023,No rating,['Horror'],99,7.9,No score,55,5dfe2f0a-e2a1-4a51-83bf-ca84477c36b5
Como Dios manda,2023,No rating,['Comedy'],90,2.8,No score,2441,c9f8193d-374e-4e2e-8826-67e6fea7c846
Big Boys,2023,No rating,"['Comedy', ' Drama']",No runtime,5.0,No score,20444,292fe7bb-d8b5-44b5-a4d5-a80557248fcd
Transfusion,2023,R,"['Action', ' Crime', ' Drama']",106,5.6,No score,7001,245c307e-2836-40af-a0ab-2631bfbaa418
Priyotoma,2023,No rating,"['Action', ' Drama', ' Romance']",155,5.9,No score,3367,da8a09df-bfb9-47d0-bc1d-f1bd4c3493a9
Regina,2023,No rating,"['Crime', ' Thriller']",118,5.8,No score,150,3771a8f4-d52c-4594-b6d0-17df75e80419
Legion of Super-Heroes,2023,PG-13,"['Animation', ' Action', ' Sci-Fi']",83,4.7,No score,637,1bc31df7-0e81-4e69-98f8-48cd15c5ea3e
Tayuan,2023,No rating,['Drama'],102,4.2,No score,59,497222f5-19ef-4184-b76b-478ca5146f1f
Call Her King,2023,No rating,"['Action', ' Thriller']",99,6.0,No score,3108,004297a1-75d8-4f78-88e8-7fafbfdc3608
Natty Knocks,2023,No rating,"['Horror', ' Thriller']",106,5.0,No score,497,04a2709f-ac01-4d7a-87a4-498284c2a2f6
You're Killing Me,2023,No rating,"['Action', ' Horror', ' Mystery']",94,3.2,No score,4720,406ef7c1-e8a6-421b-8109-598eeafda0e3
Tag,2023,No rating,"['Action', ' Comedy']",112,6.5,53,303,e20d7e55-5cb7-4779-a0c5-84facd3be818
The Magician's Elephant,2023,PG,"['Animation', ' Adventure', ' Comedy']",99,6.7,64,3759,c92b175d-aac6-45ec-be33-af6b84b557bb
The Lesson,2023,R,['Thriller'],103,5.5,No score,419,a3299f74-7783-4945-8a75-df8d0fd3f862
Infiesto,2023,No rating,"['Crime', ' Drama', ' Thriller']",96,4.6,No score,1170,b4a41eee-d2ef-4836-b891-569bff2cd423
Cabin Girl,2023,No rating,"['Horror', ' Thriller']",No runtime,3.4,No score,20,4e19d803-b25d-4f18-9d9a-991030bd2cee
Detective Knight: Independence,2023,R,"['Action', ' Crime', ' Thriller']",91,7.2,No score,2328,fc9eadcf-0739-452c-a237-e7b232adef94
Aporia,2023,R,"['Drama', ' Sci-Fi']",No runtime,6.4,No score,73,270edb82-6276-4b17-9b00-e0c9fc628b54
Prom Pact,2023,No rating,"['Comedy', ' Family', ' Romance']",99,7.5,74,243,6857d3e9-924c-4076-bba7-7bd455e1e4de
Problemista,2023,R,['Comedy'],98,6.4,64,883,f7c35980-d7b3-4dd0-8f6c-9d863f4e14c7
The New Boy,2023,No rating,"['Drama', ' Fantasy', ' History']",116,5.9,No score,233,8447bbc6-d05c-4194-9e3f-2e44be119f06
Sweetwater,2023,PG-13,"['Biography', ' Drama', ' Sport']",118,5.5,No score,133,0707ec55-f134-486b-99fa-1ad82171f761
Seneca: On the Creation of Earthquakes,2023,No rating,"['Biography', ' Drama']",112,7.1,No score,65,6fa1cc3e-2102-460a-b867-23e91008a79e
Fremont,2023,No rating,['Drama'],91,5.8,No score,43,5389b795-9109-4a72-ac0b-ca78cf339662
La vie pour de vrai,2023,No rating,['Comedy'],110,7.7,No score,101,b0ab6ee8-3f4e-4075-8cc6-8cf5f5780bf3
Stars Fell Again,2023,No rating,"['Comedy', ' Romance']",88,4.9,No score,No votes,aa902716-b836-49f8-8aef-8bf9bf997149
The House of Secrets,2023,No rating,"['Drama', ' Thriller']",119,8.8,No score,60,151e457d-dc82-404c-940c-88edf8f3514c
Kindling,2023,No rating,"['Drama', ' Romance']",94,No rating,No score,18,cb869909-9239-4316-81eb-a1724a391a2e
The Pirate Queen: A Forgotten Legend,2023,No rating,['Adventure'],No runtime,7.5,No score,7,f8e41610-093a-4572-b6e5-0646f09771bf
Baghdad Messi,2023,No rating,['Drama'],88,5.5,No score,103,c81a4e02-d372-4a23-8542-7e9b6c1db9ef
Delfines de plata,2023,No rating,"['Drama', ' Thriller']",No runtime,7.7,No score,529,64b950be-f744-4e68-923b-db754c70c75b
Rivière,2023,No rating,['Drama'],105,5.5,No score,146,b3be40fb-38f9-4d01-8aa5-f93deaed5314
Escape from Love,2023,No rating,['Thriller'],84,4.5,No score,1662,fd24f23d-3852-4a10-a572-b4cee466a1b0
Milosc do kwadratu jeszcze raz,2023,No rating,"['Comedy', ' Romance']",99,4.5,No score,13,368a8e5a-beb0-4ae6-8c54-8171e69b632f
The Irish Mob,2023,No rating,['Crime'],80,5.6,No score,76,fd903dfd-87f5-4bfa-ab70-e89aaf90267f
Boo,2023,No rating,"['Horror', ' Thriller']",200,2.9,No score,97,e9744458-0c6c-44e3-8fd2-da0e99c80aa6
1962 Halloween Massacre,2023,No rating,['Horror'],No runtime,8.1,No score,91,055be284-be74-43ea-8f38-2a1f10b5b786
National Theatre Live: Good,2023,No rating,"['Drama', ' War']",160,4.9,No score,33,c4d797e0-54be-420b-8501-113f50fc62a9
Butch Cassidy and the Wild Bunch,2023,No rating,"['Action', ' Western']",106,3.4,No score,39,2fbe905f-d669-40a6-b854-95f9a9356734
The Martini Shot,2023,No rating,['Drama'],No runtime,7.8,No score,5979,e4df38a1-e9d7-4394-9eec-3ce8956ef238
Matrah Matrouh,2023,No rating,"['Action', ' Comedy', ' Drama']",No runtime,8.1,No score,1643,ffb5c4bd-738a-4e76-9760-55e0e9ff40de
Joram,2023,No rating,"['Action', ' Adventure', ' Crime']",134,4.1,No score,26,4b0108ec-7191-4819-91fe-74920bb5e330
Blind,2023,No rating,"['Crime', ' Drama', ' Thriller']",124,4.9,No score,1155,4fb2b1bf-25cd-46cf-a5ed-a6c6d2260f3d
Merve Kült,2023,No rating,"['Comedy', ' Romance']",99,5.8,No score,459,c9e691a4-a712-4090-8fe1-ea545d7e9b8d
Tell Momma Not to Worry,2023,No rating,"['Comedy', ' Drama']",83,6.8,No score,233,aba3e320-6a4c-48fb-8ef1-135cc23d99b3
Shen hai,2023,No rating,['Animation'],112,4.4,66,2395,c98b6069-59ae-432f-aa5d-20b6651457c3
Jagged Mind,2023,No rating,"['Horror', ' Thriller']",88,7.0,No score,66,2e991add-a71b-48bc-9a7b-beed73b72225
Sometimes I Think About Dying,2023,PG-13,"['Comedy', ' Drama', ' Romance']",91,7.7,No score,60,5b4d9510-e026-41e8-a1c3-a6802bfbba31
Sonne und Beton,2023,No rating,"['Adventure', ' Crime', ' Drama']",119,7.5,No score,260,a9e3ed8c-e0c0-4eb3-a3e9-1c7ceca09bd3
Let Me Have My Son,2023,No rating,['Drama'],119,5.8,No score,2366,024ac4c2-d49a-40a9-8d1c-b7341de5d32d
God's Country Song,2023,No rating,['Drama'],No runtime,6.3,No score,143,c72d9968-c207-4eeb-8d79-3313dc9ba80f
Operation Napoleon,2023,No rating,['Thriller'],102,5.7,No score,567,4581a5b3-5cad-4fc3-8c6f-cbff4c6ee950
Eres tú,2023,No rating,"['Comedy', ' Romance']",96,5.0,71,1114,ff8c51d9-8688-4bc3-a7a7-cc30e68dc525
Among the Beasts,2023,No rating,"['Action', ' Mystery', ' Thriller']",93,6.6,No score,193,0e7f78fc-cc4a-4a80-8ab8-cf204288ef53
Disco Boy,2023,No rating,['Drama'],92,7.6,No score,3971,672acaf6-bc32-4400-94c0-bbfb1910da0a
Minus 31: The Nagpur Files,2023,No rating,"['Crime', ' Mystery']",134,5.4,No score,1394,1b425115-bb3f-4381-9b4c-1fc788144842
Kolai,2023,No rating,"['Drama', ' Thriller']",126,6.5,No score,387,46acc80c-0138-4fdf-862c-f5afce77b3b9
Iyi Adamin 10 Günü,2023,No rating,"['Crime', ' Drama', ' Mystery']",124,5.5,No score,2435,64860c39-29ec-4e92-9dd8-34ff1754b9d5
Uno para morir,2023,No rating,"['Drama', ' Mystery', ' Thriller']",94,4.9,No score,534,37255f61-d965-420e-ba41-db0f8b3a49a2
Rangabali,2023,No rating,"['Action', ' Comedy', ' Drama']",137,3.4,No score,426,3ff980bb-4d53-44d0-a8cd-8a6d400f852b
Tiku weds Sheru,2023,No rating,"['Comedy', ' Drama', ' Romance']",112,4.9,No score,905,42b167b6-c319-4a0d-8e26-7d250e502fbf
Neposlushnaya,2023,No rating,"['Drama', ' Romance']",88,3.0,No score,45,7110dd2b-ed8a-4cff-9ced-526df17a1e87
Bermuda Island,2023,No rating,"['Action', ' Adventure', ' Drama']",86,8.3,No score,3300,10a7302e-bfe8-4be6-8743-7bea00168b40
Ajmer 92,2023,No rating,"['Crime', ' Drama', ' History']",141,6.2,No score,65,5f0e2b47-6463-43b2-b261-6bff5ab49418
Lassie - Ein neues Abenteuer,2023,No rating,"['Action', ' Drama', ' Family']",91,6.4,No score,191,4db8069d-0346-4b95-a037-2efa213e7805
U Turn,2023,No rating,"['Crime', ' Drama', ' Horror']",140,8.8,No score,876,5e25d4a6-dadb-463d-aea9-692e7f4cf890
The Crusades,2023,No rating,"['Comedy', ' Drama']",102,5.7,No score,36,d1ddd040-9545-47fc-9957-c92272d68259
Kolla,2023,No rating,['Thriller'],123,8.8,No score,1758,9c6711f9-4e1b-40eb-9e90-7cbd4464f7cc
Dinosaurs,2023,No rating,['Crime'],150,6.8,No score,44,e1246824-8a5b-439b-a5a2-885f4237337f
The Finale,2023,No rating,['Horror'],111,4.3,No score,1121,24dd09b1-b040-47cf-95d2-b43c9253b3d6
Bezos,2023,R,"['Biography', ' Drama', ' History']",99,8.3,No score,764,2af9bb49-1a9a-4618-8ef1-af913c074ae8
Les chambres rouges,2023,No rating,['Thriller'],118,4.9,No score,242,f441346c-fe62-4f33-b926-d9756cd97180
Little Dixie,2023,R,"['Action', ' Crime', ' Thriller']",105,6.9,No score,26676,eba286fb-b7b0-4289-9ad6-96e4b9780b51
Thandatti,2023,No rating,"['Comedy', ' Thriller']",123,5.8,No score,53,17dc4612-2fb4-460c-8e8b-2d5af218451b
Subspecies V: Blood Rise,2023,No rating,['Horror'],80,6.4,No score,140,37f7742e-73c7-45f6-a361-c97d42e6f8ba
Surongo,2023,No rating,"['Crime', ' Drama', ' Mystery']",150,6.0,74,49,9eb7df1a-cde4-4956-8788-2394d405bc48
Eureka,2023,No rating,['Drama'],140,5.8,No score,59,0478cfe1-316d-435e-889a-edf4ef06d3f3
Sons of Summer,2023,R,['Action'],88,8.0,85,90,8a08dad6-43f4-4292-98ee-fffbe0dab0e3
Americana,2023,No rating,"['Action', ' Comedy', ' Crime']",110,4.0,No score,90,32fbfda4-d2a2-4a56-888f-d38c6362d6c9
Skvoz vremya,2023,No rating,"['Adventure', ' Drama', ' Sci-Fi']",145,8.0,No score,40,82794f2d-1915-4d1e-b1fd-d2ef27236c5e
Hundreds of Beavers,2023,No rating,"['Action', ' Adventure', ' Comedy']",108,4.5,No score,85,cf4d5031-ca25-4829-94e2-87cfbe542ad4
